"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","QMED","QMEDcd","X","Y","QMEDfse","N","URBEXT1990","BFIHOST"
"28083",193.705,157,225,0.17,0.445,16.58,60.3,0.942,0.0742,31.05,0.44,9.9,31.3,40,819,829,33.54,0.2175,35.3765,32.9713930837506,387612,346247,1.09127920348997,40,0.1973,0.443
"28085",1051.0225,259,131,0.12,0.536,52.56,117.3,0.949,0.0396,90.38,0.39,10.2,36.3,48.2,1012,1017,26.16,0.0308,135.2895,167.621012844272,423861,368306,1.03570243429291,88,0.0166,0.55
"28086",126.21,123,285,0.15,0.358,12.62,36.3,0.997,0.0737,26.35,0.29,11.9,32.8,40.9,642,666,43.28,0.0348,21.295,18.3758806634971,464833,296494,1.23228374278306,37,0.0274,0.36
"28091",228.2325,71,79,0.26,0.731,18.39,31.5,0.957,0.0908,40.05,0.3,11.4,31.7,41.8,646,626,17.71,0.0715,11.605,7.70184825815465,455874,383901,1.10291351226268,35,0.0682,0.758
"28095",1429.23,120,83,0.05,0.49,38.52,29.6,0.938,0.1287,70.49,0.3,10.7,32.5,40.3,691,704,35.86,0.2497,129.715,102.357980669291,418588,292945,1.12443184293035,37,0.1803,0.488
"28115",30.5625,137,51,0.32,0.783,7.11,43.4,0.915,0.0539,12.12,0.36,11.1,32.8,40.7,714,719,14.92,0.3886,12.9,1.23319956840174,452205,360118,1.10325953054772,31,0.2965,0.841
"29001",108.745,94,37,0.19,0.894,13.94,52.2,0.961,0.0416,24.3,0.29,10.3,32.1,40.1,691,730,11.46,0.0064,2.038,2.22156089368811,520794,395903,1.12131220375205,63,0.0045,0.88
"29002",80.4275,68,69,0.19,0.779,9.08,52.5,0.952,0.0627,17.84,0.28,11.2,34.8,41.6,692,718,21.83,0.0019,3.2625,3.02047476227277,536276,377822,1.09448754555593,60,0.0057,0.713
"29003",55.72,91,69,0.24,0.866,7.7,59.9,0.958,0.0247,13.54,0.29,10.6,35.4,42.6,698,729,14.11,0.0223,3.274,1.48784857595465,529502,384953,1.05288277759701,56,0.0256,0.82
"29004",59.035,28,62,0.34,0.566,8.54,11.5,0.996,0.2478,16.09,0.26,11.3,29,36.7,615,635,29.37,0.0043,6.098,4.66965943569009,501037,386993,1.07078028202189,54,0.0035,0.558
"29009",29.31,32,72,0.5,0.635,5.38,12.3,0.998,0.204,11.03,0.26,11.5,28.4,36.4,616,640,25.61,0.0045,1.735,2.01759744362817,499593,385696,1.10220303351184,49,0.005,0.626
"30001",295.6725,86,28,0.14,0.596,27.75,30.4,0.975,0.1403,53.33,0.27,10.9,31.7,41.1,615,632,28.49,0.0351,16.3125,15.3543474218997,489792,333504,1.07410662582675,64,0.0187,0.592
"30003",199.49,80,209,0.2,0.805,21.55,39.3,0.963,0.0809,42.03,0.29,11.1,32.6,39.8,667,704,21.91,0.0088,16.298,5.41821902338346,526134,376047,1.10209449842695,61,0.012,0.756
"30004",60.0875,65,92,0.27,0.529,9.35,53.3,0.979,0.0605,17.34,0.29,11.3,34,41.3,686,696,32.47,0.0059,7.128,6.93680223130306,534388,371030,1.10152856885901,61,0.0109,0.568
"30005",123.46,120,81,0.23,0.737,13.42,31,0.973,0.0925,26.17,0.27,11.6,32.7,42.2,646,652,16.58,0.0137,6.8295,4.70472208677102,490684,325071,1.08828364092112,50,0.0035,0.76
"30006",51.5275,58,83,0.32,0.786,14.35,27.9,0.964,0.1063,24.88,0.23,11.3,31.7,41.7,601,629,18.51,0.0393,1.758,1.38544785497088,500529,343853,1.10967379209551,38,0.0275,0.809
"30011",64.55,108,149,0.11,0.864,10.51,44.7,0.95,0.0522,18.45,0.29,10.7,33.3,41.1,695,744,16.18,0.0018,2.518,1.63671714385561,523659,386198,1.08327756019093,55,0.0048,0.841
"30013",23.88,52,69,0.54,0.859,6.2,19,0.962,0.1187,11.51,0.26,11.9,32.4,40.5,605,609,5.68,0.0794,0.643,0.504211256155331,500445,367276,1.09162875724467,47,0.0682,0.947
"30014",10.9275,43,84,0.36,0.346,5.99,29,1,0.1033,10.67,0.22,11.8,31.5,40.5,591,624,42.1,0.0141,2.663,1.84684183897522,508238,329901,1.13910516829745,51,0.0078,0.338
"31004",708.005,104,99,0.17,0.478,44.77,47.7,0.925,0.0867,80.15,0.29,12,31.1,40,632,638,37.93,0.0182,34.7995,43.1761654102768,483677,298565,1.07388233149695,56,0.0119,0.476
"31005",419.6225,111,98,0.11,0.352,34.81,50.9,0.971,0.098,58.21,0.3,12.1,31.7,40.4,636,644,45.06,0.0131,37.24,45.9700964685468,477728,293383,1.06890567281996,61,0.0081,0.377
"31010",68.81,113,107,0.17,0.514,11.49,61.5,0.998,0.0317,25.06,0.3,12.2,30.6,39.6,640,640,33.1,0.005,10.0395,7.17283317463267,487559,303211,1.1288384231444,56,0.0041,0.529
"31023",4.38,108,86,0.36,0.333,1.92,33,1,0.0508,3.81,0.27,11.7,33.1,42.7,641,647,41.25,0,1.717,1.11617150345773,495230,325298,1.10311117513955,51,0,0.32
"31025",23.6825,147,127,0.18,0.309,6.99,61.2,0.995,0.0257,12.09,0.3,12.4,30.3,40.8,663,675,45,0.0064,9.919,5.32962596368207,482563,306855,1.1147554964512,45,0.003,0.306
"31026",2.3,111,55,0.68,0.583,1.75,41,1,0.0936,3.33,0.3,12,30,40,645,653,33.41,0.0111,1.135,0.324571140227988,487850,307350,1.15555410435679,36,0.0046,0.533
"32002",94.465,88,111,0.23,0.392,20,29.2,0.899,0.0883,37.59,0.25,12.2,30.8,38.8,603,607,43.18,0.1093,6.1735,7.69664009653654,494372,292490,1.09443759189705,82,0.0642,0.374
"32003",70.4575,89,112,0.19,0.4,12.5,37.7,1,0.0618,26.99,0.3,12.6,31.5,39.9,622,618,40.93,0.017,13.104,9.332048803593,491255,284602,1.14958042211467,81,0.0081,0.415
"32004",194.3625,108,97,0.16,0.518,18.99,40,0.974,0.0605,44.65,0.29,12.6,30.8,39.2,635,631,35.15,0.063,14.9975,15.3995567388388,482561,278469,1.0468238996976,78,0.0355,0.542
"32007",233.02,118,156,0.14,0.535,15.3,43.1,0.918,0.0608,24.9,0.3,12.4,31.5,40.8,648,642,35.17,0.0417,18.818,14.7137057036079,473179,270659,1.09312652225786,83,0.0194,0.543
"32010",1516.08,93,91,0.1,0.507,74.13,36.2,0.915,0.0984,121.32,0.28,12.2,30.7,39.3,620,626,36.56,0.0492,62.043,68.7511114115918,483491,272913,1.04247361580857,57,0.0312,0.52
"33005",387.665,114,148,0.06,0.466,22.31,27.4,0.983,0.1108,39.99,0.31,10.3,30.4,38.4,655,667,37.29,0.0137,21.8,36.6424153134848,467160,231972,1.0574352409595,28,0.0092,0.48
"33007",147.39,58,271,0.09,0.835,18.3,23.4,0.926,0.133,41.53,0.26,11.1,29.2,37.8,683,688,16.57,0.0059,3.6,3.35856238104118,582923,315881,1.07890577210805,41,0.0092,0.804
"33011",129.345,39,352,0.12,0.688,17.28,17.4,0.985,0.1459,30.12,0.28,10.7,27.5,34.9,596,602,26.08,0.0081,4.036,4.96360853770587,599505,278200,1.09151333376301,62,0.0086,0.652
"33012",138.15,61,87,0.18,0.297,16.58,26.1,0.992,0.1207,31.48,0.24,11.8,29,36.3,585,610,49.43,0.0073,16.726,16.5990147713004,506383,265469,1.04456830690035,55,0.0074,0.309
"33013",196.155,52,1,0.17,0.656,20.53,18.5,0.975,0.1367,37.21,0.28,10.7,28.2,35.1,589,606,28.47,0.0198,5.221,7.51141266711969,594869,268498,1.0600933631679,63,0.0109,0.611
"33014",274.04,59,19,0.16,0.817,17.86,23.3,0.944,0.1096,32.71,0.27,10.6,28,36.8,593,608,18.4,0.0353,7.76,4.3968543979039,583069,266085,1.0631373949873,63,0.022,0.782
"33015",281.7975,109,2,0.08,0.468,26.93,34.8,0.926,0.1321,43.4,0.31,10.2,30.7,38.4,637,658,41.55,0.0658,19.75,20.8512180268418,492027,226332,1.07326188629063,62,0.0368,0.464
"33018",132.545,132,85,0.13,0.362,11.78,37.1,0.986,0.0621,22.2,0.3,11.4,31.6,40.2,661,697,41.17,0.0157,16.95,19.8758528202047,463130,247958,1.07694671767442,60,0.0065,0.368
"33019",311.37,39,221,0.08,0.729,27.54,13.9,0.932,0.1901,45.99,0.31,11,28.2,35.4,620,636,23.94,0.0141,7.11,8.18235135041552,599013,291011,1.0829452561357,60,0.0136,0.707
"33021",308.0475,49,10,0.24,0.792,18.49,24.8,0.994,0.1779,35.24,0.24,10.6,28.3,35,559,573,24.05,0.0213,7.987,5.41921164279955,534790,244480,1.08584011244338,60,0.0142,0.713
"33022",539.6325,73,22,0.15,0.67,24.57,31.2,0.98,0.127,42.96,0.27,10.6,29.9,36.9,582,587,30.21,0.053,21.762,16.4418079663931,515451,236783,1.08181121426214,58,0.0439,0.646
"33023",105.95,65,352,0.28,0.782,7.14,22.35,0.996,0.1287,34.06,0.21,10.9,30.5,38.1,579,599,18.95,0.0069,3.14,2.5930706541025,569954,262061,1.09274526671224,59,0.0089,0.561
"33027",128.49,50,18,0.22,0.693,10.92,22.1,1,0.1963,21.46,0.24,10.6,28.9,35.9,558,568,31.54,0.0131,5.3485,4.10923246301743,528838,243645,1.21123314989027,58,0.0077,0.613
"33028",119.4275,89,79,0.18,0.522,14.28,36.6,0.987,0.103,25.43,0.29,10.5,30.1,38.1,598,598,36.94,0.0466,7.26,8.76018543818262,504373,235236,1.12386050311137,57,0.0341,0.574
"33029",95.4125,25,205,0.18,0.879,9.45,13.5,0.991,0.2259,19.14,0.23,11.1,28.4,36.3,628,633,12.39,0.0066,2.71,1.82707470584924,573508,305842,1.08207875053108,57,0.0072,0.864
"33030",38.8125,124,189,0.15,0.358,5.84,34.3,0.974,0.08,10.61,0.31,10.5,30.6,38.1,641,654,47.42,0.0118,8.914,6.18778069038054,496638,228208,1.17223639398081,17,0.0103,0.365
"33031",70.0625,98,307,0.17,0.424,10.75,29.1,0.967,0.1439,21.62,0.31,10.4,29.1,37.4,629,621,40.87,0.0379,12.911,8.05014439559968,493718,237063,1.08781354710598,50,0.011,0.482
"33032",56.1625,57,333,0.13,0.932,10.88,25.6,0.983,0.116,21.59,0.24,11.1,30.6,38.3,688,694,6.01,0.0064,0.434,1.09243567191069,574860,333465,1.08080918729317,55,0.0164,0.968
"33034",707.75,42,351,0.05,0.73,29.12,16.3,0.959,0.1632,50.63,0.29,10.9,28.2,35.3,607,618,23.98,0.0169,15.2,16.944165410235,596477,281368,1.08331535744362,53,0.0131,0.694
"33039",1662.305,95,77,0.06,0.436,97.75,30,0.939,0.1348,152.87,0.28,10.8,29.9,37.8,628,638,40.85,0.039,75.9,103.823975635988,483450,239640,1.07062142384459,51,0.0258,0.447
"33044",274.9925,40,228,0.09,0.699,18.33,13.2,0.942,0.1991,34.06,0.31,11,28.1,35.2,620,640,25.67,0.0127,7.92,8.71399082897881,600029,291906,1.09592543686294,57,0.013,0.681
"33045",27.445,42,290,0.22,0.542,4.67,15,0.974,0.1774,9.66,0.31,11,27.6,34,608,627,32.72,0.0105,1.05,2.36109308080575,605164,287144,1.11980106513212,54,0.0119,0.534
"33046",143.43,44,215,0.17,0.586,10.63,12.5,0.946,0.2034,21.77,0.31,11.1,28.2,35.5,624,658,32.23,0.0163,8.0505,8.10180402491325,602298,295015,1.07614075172396,56,0.0168,0.581
"33048",21.99,39,111,0.13,0.868,5.44,8.8,0.907,0.2331,8.77,0.24,11.2,29.4,36.9,635,604,9.61,0.0033,0.318,0.423452693193195,592750,290650,1.12346791512879,29,0.0028,0.694
"33049",46.45,39,203,0.16,0.842,9.54,12.9,0.915,0.1649,18.15,0.31,11.1,28.2,35.7,645,635,16.31,0.0075,0.788,0.989996175707868,590027,295982,1.66049398889212,7,0.0038,0.853
"33050",57.875,65,323,0.38,0.792,11.85,27.8,1,0.1018,20.28,0.26,10.9,30.9,37.7,577,589,20.59,0.0457,1.351,1.48050930000168,565076,262300,1.13810915651295,49,0.0361,0.738
"33051",140.0175,93,29,0.04,0.637,12.81,40.5,0.993,0.0518,22.76,0.29,10.8,29.1,36.7,599,611,31.24,0.0253,7.805,6.82973005060918,551710,236033,1.06004347368905,54,0.0188,0.576
"33052",33.133,30,292,0.39,0.922,6.82,25.6,0.998,0.2017,12.22,0.26,10.6,29,35.6,567,571,13.7,0.0121,0.3325,0.434955292882414,555300,262850,1.09718492032652,54,0.01,0.841
"33054",48.53,52,288,0.15,0.895,9.57,28.4,0.944,0.1184,17.78,0.24,11,29.9,37.6,686,694,9.74,0.0053,1.129,1.02515637231735,574755,325733,1.05217604953237,47,0.0087,0.906
"33055",101.9725,80,297,0.15,0.709,12.4,35.6,0.999,0.0615,21.08,0.26,10.7,28.3,36.1,579,613,26.96,0.012,3.926,3.54586166359979,557639,246192,1.04749106497423,45,0.0116,0.638
"33058",221.1125,113,335,0.05,0.499,19.58,35.8,0.987,0.1276,31.67,0.31,10.2,30.9,38.6,641,661,40.18,0.0386,25.7,19.6261542936376,493287,224144,1.0687722017283,35,0.0232,0.481
"34001",228.81,46,67,0.1,0.53,23.13,18.5,0.971,0.1386,40.16,0.31,11.2,28.8,36.1,635,666,35.34,0.0188,13.3,16.8414537807684,606922,304372,1.10543343382169,61,0.0215,0.528
"34003",161.4,51,131,0.24,0.77,13.58,23.4,0.974,0.0851,26.18,0.31,11.3,29.6,37.1,669,687,20.83,0.0067,5.258,5.6221864077226,613103,333028,1.07338603338389,63,0.0124,0.778
"34005",72.11,46,63,0.15,0.603,14.34,20.3,0.973,0.1578,25.48,0.31,11.3,28.6,36.1,649,644,32.65,0.0288,3.11,5.24488920844368,605696,311919,1.09779144413182,61,0.0313,0.598
"34006",376.0725,46,44,0.06,0.432,20.96,15.9,0.998,0.1806,35.27,0.28,10.8,27.3,35.4,594,604,36.6,0.0137,21.697,30.8098712487247,613458,275350,1.14987393023291,59,0.0129,0.422
"34007",139.37,51,39,0.15,0.452,14.37,15.2,0.996,0.1802,25.73,0.28,10.6,26.5,34.8,585,601,37.28,0.012,12.4,11.8605692762053,610966,269867,1.11748248595933,55,0.0101,0.427
"34008",44.4275,31,121,0.2,0.776,10.38,21.4,0.978,0.124,18.1,0.31,11.4,29.8,38.5,632,647,19.04,0.05,0.929,1.56913282437165,628125,332365,1.08250988546804,30,0.0437,0.806
"34012",83.8675,48,25,0.13,0.93,8.52,26.8,0.997,0.0983,17.01,0.3,11.1,30.9,38.9,668,676,6.29,0.0049,1.02,1.5042753431909,584690,337532,1.06795083508112,57,0.0116,0.965
"35003",62.7775,41,128,0.21,0.364,11.76,26.1,0.988,0.0919,22.12,0.26,10.9,29.3,36.9,592,609,41.72,0.008,12.57,7.58145132506442,631306,266292,1.28956086726758,62,0.0022,0.365
"35004",56.35,36,138,0.19,0.462,11.55,22.9,0.988,0.115,21.23,0.26,10.9,29.5,37.7,596,608,38.03,0.0171,5.78,5.50564915574104,630035,261500,1.08109384134842,57,0.0083,0.455
"35008",125.8525,63,67,0.16,0.395,8.9,24.6,0.996,0.0987,17.83,0.28,10.5,26.7,34,577,606,43.41,0.0283,14.499,12.0691764356819,601906,259648,1.10510196433213,58,0.0197,0.402
"36002",85.6275,90,139,0.17,0.385,12.15,36.9,0.982,0.056,22.77,0.26,10.5,27.9,35.5,598,619,43.7,0.0084,8.2,9.50860992839999,578965,252845,1.05313726812025,61,0.01,0.402
"36003",56.72,60,145,0.13,0.549,9.15,26.6,0.993,0.0935,16.22,0.26,10.4,25.5,32.2,566,602,37.7,0.0123,3.85,3.63751077068257,593969,242048,1.08623403919102,63,0.0091,0.555
"36004",50.3275,80,183,0.18,0.456,9.57,28.5,1,0.065,20.8,0.28,10.3,25.6,33,589,608,40.53,0.0057,4.7985,5.10785739006812,586647,250956,1.06609735131525,56,0.0057,0.44
"36006",571.3625,75,122,0.12,0.505,44.14,33.6,0.985,0.0861,79.29,0.25,10.6,27.7,35,580,599,37.79,0.0189,27.8,31.5585816687454,579556,245068,1.08617163892928,61,0.0139,0.509
"36007",58.16,65,70,0.1,0.529,7.14,26.1,0.996,0.0789,13.64,0.25,10.5,27.3,34.1,560,563,36.21,0.0036,4.63,3.87269218075419,581019,240359,1.15451301178756,58,0.0057,0.523
"36008",222.82,89,121,0.12,0.397,22.13,33.3,0.994,0.0684,41.22,0.26,10.7,28.7,36.3,589,606,42.95,0.0234,16.251,20.7208049301342,569914,247315,1.07372238013464,62,0.0152,0.413
"36009",25.56,87,150,0.1,0.374,5.46,18.4,1,0.1128,10.65,0.28,10.2,25.2,32.6,598,609,46.67,0.0052,3.915,3.71226332551016,590502,255189,1.06710719862881,56,0.0046,0.395
"36010",27.5475,96,97,0.25,0.367,4.56,34.1,0.999,0.0447,9.2,0.27,11.2,29.1,36.9,588,616,44.59,0.0075,7.855,3.79852661390599,565864,241223,1.10717153465067,56,0.0056,0.387
"36011",34.2425,98,101,0.15,0.363,6.6,33.5,0.999,0.0603,13.9,0.26,10.9,28.6,36.8,592,624,44.63,0.1004,6.78,4.71275032211609,565534,246165,1.05349551167037,53,0.0554,0.381
"36012",76.6425,97,147,0.07,0.38,11.19,30.1,0.99,0.06,21.74,0.26,10.7,29.8,38.3,599,613,43.95,0.0101,12.073,9.05050200114707,567273,251505,1.05536596538706,56,0.0088,0.396
"36015",481.29,80,135,0.12,0.47,30.9,32.8,0.987,0.0777,60.21,0.26,10.6,27.7,35.1,583,600,39.36,0.0207,30.6,31.01704748031,576876,247077,1.0643989393965,51,0.0151,0.474
"37001",301.0475,68,123,0.1,0.325,34.34,29.9,0.983,0.0901,65.58,0.29,11.2,31.2,39.4,607,610,46.64,0.0694,21.8,33.2233790141474,552213,204601,1.07482542704362,71,0.0495,0.331
"37003",77.7575,59,149,0.21,0.445,13.81,18.6,0.994,0.1153,29.29,0.31,11.5,28.8,36.9,570,591,41.76,0.0116,5.895,6.71782509496977,573431,217810,1.08151572599235,58,0.0074,0.461
"37005",235.88,66,121,0.15,0.527,24.6,30.4,0.97,0.0761,46.14,0.25,11,27.8,34.5,566,595,38.13,0.0217,12.1,12.1374526191691,581429,232556,1.06260170915038,63,0.014,0.537
"37006",227.85,66,81,0.16,0.316,14.83,25,0.991,0.0802,30.87,0.28,11.6,31,38.4,589,604,46.94,0.051,23.3,24.9668764287028,564069,203191,1.0990854168478,61,0.0342,0.316
"37007",135.6275,69,62,0.18,0.266,16.04,27.4,0.995,0.0781,28.67,0.28,11.7,31.8,38.7,592,606,47.63,0.0714,14.564,18.095623462119,564210,198554,1.10179156934498,57,0.0461,0.243
"37008",189.6175,77,131,0.18,0.475,25.94,27.8,0.985,0.0737,45.46,0.31,11.3,28.7,35.7,584,600,39.34,0.0315,13.947,13.8160241355889,564281,222440,1.07449521217044,57,0.0227,0.492
"37009",60.2675,64,105,0.23,0.519,14.02,24.2,0.997,0.0839,28.26,0.3,11.6,28.7,36,572,596,36.43,0.0737,3.89,4.43776182505936,574484,222398,1.10063061454878,61,0.0566,0.534
"37010",249.1175,67,141,0.16,0.461,28.01,25.9,0.991,0.0977,59.23,0.26,11.4,28.4,35.3,572,593,40.08,0.026,13,17.3233035043325,575263,227459,1.06403128102374,61,0.0204,0.475
"37011",72.7825,94,132,0.19,0.43,9.49,31.9,0.992,0.0595,18.3,0.31,11.2,28.1,34.9,591,602,41.15,0.0121,8.895,7.37987506827494,560093,228787,1.07618740678084,60,0.0087,0.448
"37012",64.49,82,89,0.19,0.384,8.01,26.4,0.992,0.0674,15.4,0.29,11.1,28.3,35,574,605,43.9,0.0087,9.78,6.80207585716583,572775,237728,1.0620930483002,59,0.0064,0.403
"37013",74.6975,52,33,0.17,0.354,9.24,24.2,0.855,0.0919,16.68,0.28,12.1,31.8,38.9,575,585,46.7,0.0263,8.8,4.97339176013301,575426,201199,1.0966067231554,57,0.0181,0.275
"37014",92.645,76,130,0.17,0.376,15.73,18.4,0.986,0.1071,31.35,0.31,11.2,29.9,38,597,610,46.46,0.0076,10.95,10.4758801269514,558200,213825,1.05912735292337,60,0.0086,0.403
"37016",63.8,97,113,0.15,0.385,10.19,28.8,0.997,0.0692,18.67,0.3,11.3,28.2,35.2,588,612,43.6,0.009,7.24,7.39449198307468,562347,235667,1.08182981818871,58,0.0116,0.404
"37017",140.3775,84,134,0.16,0.479,22.16,29.5,0.994,0.0688,40,0.31,11.4,28.4,35.3,579,604,39.11,0.0255,14.1,10.6104473228422,567758,232356,1.05556291182152,54,0.0217,0.493
"37018",44.735,62,204,0.09,0.311,9.78,43.3,0.985,0.0433,17.36,0.27,11.1,31.1,37.9,594,609,45.45,0.1658,7.366,6.3451129398033,555952,192584,1.15916738689646,53,0.1157,0.283
"37019",51.54,41,183,0.21,0.412,7.95,27.7,0.972,0.1143,18.24,0.27,11.1,31.5,38.8,588,597,41.14,0.3391,8.607,5.28772775047735,551364,190821,1.06975289418234,57,0.2696,0.368
"37020",133.4475,86,136,0.17,0.451,12.9,29.6,0.982,0.0659,26.53,0.31,11.2,28.5,35.1,588,602,40.13,0.0189,12.8,11.0963476274132,562312,226064,1.05895621542163,54,0.0122,0.468
"37031",70.1475,37,86,0.24,0.246,8.07,29.6,0.969,0.1431,16.01,0.27,11.9,31.5,38,571,594,49.21,0.2438,15.1,8.65833182773541,570322,191348,1.24232946623635,57,0.1416,0.218
"37033",9.8525,45,63,0.45,0.35,3.73,29.6,0.995,0.0797,7.94,0.21,12.5,31.4,37.9,555,570,45.14,0.4113,5.0235,1.34164236587899,582810,188870,1.07378785489432,48,0.3059,0.34
"38002",77.995,93,165,0.21,0.548,12.79,34.5,1,0.0489,24.92,0.31,11.2,31.5,38.8,619,629,35.75,0.0138,6.694,6.50998228116361,543211,222694,1.05145608071949,82,0.0134,0.505
"38003",130.2,121,134,0.18,0.766,16.81,44.2,0.985,0.0498,32.06,0.3,10.6,30,38.1,656,641,27.49,0.0649,2.01,4.69279227172296,518266,220346,1.05646455609209,71,0.0431,0.72
"38004",136.785,112,163,0.15,0.497,19.55,38.4,0.999,0.0539,30.41,0.3,11.2,31.7,38.9,625,646,38.01,0.0147,11.6185,12.6937308009364,537727,228616,1.05642802289555,64,0.0127,0.47
"38007",20.76,75,335,0.38,0.336,4.33,29.3,0.988,0.0523,7.82,0.31,11.1,31.8,39,601,611,45.9,0.248,7.502,3.29285297173695,544682,208310,1.09642759893117,73,0.173,0.353
"38011",99.245,130,134,0.2,0.792,11.75,43,0.981,0.0501,23.84,0.3,10.6,29.9,38.1,658,644,25.98,0.0366,0.442,3.27046077752013,516052,221736,1.0993020840944,61,0.0292,0.74
"38018",157.735,114,93,0.11,0.739,23.43,40.5,0.932,0.0696,47.49,0.3,10.4,30,37.8,663,653,27.39,0.1998,7.05,5.33353722475518,515264,216962,1.07124532359885,61,0.1624,0.686
"38020",38.785,71,254,0.14,0.245,7.75,44.4,0.997,0.058,13.76,0.29,11.1,32.8,40.5,616,609,49.52,0.0514,7.402,7.34173191264448,542753,202544,1.04834587755801,52,0.0378,0.223
"38021",41.4925,78,119,0.25,0.261,9.27,55.3,0.948,0.0441,14.4,0.29,10.9,30.8,39.7,667,662,47.94,0.0709,6.959,8.04450582109366,530132,201930,1.05485920317378,52,0.0439,0.242
"38022",40.5475,65,93,0.31,0.265,8.08,40.4,0.975,0.0681,16.04,0.29,10.9,33.9,43.7,672,673,47.98,0.5774,19.5,8.81585484638036,528318,193680,1.05552864487659,67,0.4232,0.243
"39001",9930.7975,109,108,0.08,0.679,139.87,42,0.942,0.1476,269.55,0.3,10.8,32.7,41.5,706,724,26.94,0.0664,316.11,290.064646615642,462899,187850,1.02822305618992,140,0.0426,0.653
"39002",3480,122,131,0.15,0.646,80.59,37.1,0.953,0.1758,137.94,0.31,10.1,32.3,40.5,690,716,27.04,0.0298,148.0145,133.064912962583,430925,212890,1.05966253197426,78,0.0265,0.65
"39003",177.66,114,334,0.31,0.817,17.37,57.8,0.985,0.0774,32.45,0.31,10.9,33.2,43,724,725,20.47,0.3643,12.667,6.23486226226009,530257,160938,1.03695397553325,59,0.2473,0.758
"39004",117.35,145,346,0.28,0.869,13.84,75.4,0.993,0.0318,23.82,0.33,11.1,33.3,43.8,764,771,16.53,0.2309,4.8695,3.93782358805576,530734,157992,1.05466688339732,24,0.1387,0.846
"39005",39.4925,41,346,0.32,0.555,7.12,26.6,0.994,0.1379,16.12,0.29,10.4,33.3,39.9,630,633,33.97,0.4992,11.1,3.67862595432833,523782,166740,1.06292204689839,61,0.3781,0.476
"39006",361.5975,178,141,0.21,0.767,43.84,60.5,0.951,0.075,70.6,0.33,10.5,33.7,42.1,744,771,17.18,0.0152,11.1,13.8368382052255,418885,219840,1.06527945031042,73,0.0152,0.79
"39007",359.81,88,352,0.19,0.674,19.59,32.1,0.886,0.1318,35.88,0.32,11.8,32,41.4,708,712,26.79,0.1323,22.3,14.3510158656735,479802,154750,1.02294320129773,70,0.0664,0.63
"39008",1626.7625,135,133,0.18,0.695,58.15,39,0.946,0.1923,96.74,0.32,10,32.3,40.7,730,755,24.09,0.0268,75.331,64.376566827288,414914,204781,1.080867588717,26,0.0244,0.686
"39010",725.8975,121,124,0.16,0.673,36,42.7,0.903,0.0769,66.82,0.29,10.8,32.1,39.8,704,710,31.63,0.1169,10.3,27.5408334931728,507713,204917,1.04032035804453,71,0.076,0.629
"39011",391.325,131,11,0.04,0.773,24.78,59,0.957,0.0551,50.38,0.35,11,35.9,48,855,869,18.28,0.0534,25.8,20.3826851621783,477280,137531,1.03939268428421,69,0.0236,0.795
"39012",72.9125,72,342,0.37,0.683,11.18,32.1,0.991,0.1051,21.2,0.3,10.7,33,42.4,671,682,27.2,0.3074,13.743,4.51626837918271,520892,161699,1.03816211473699,68,0.2066,0.599
"39014",134.545,136,123,0.26,0.704,18.52,38.5,0.947,0.0545,31.59,0.3,10.5,31.2,38.2,699,705,32.02,0.1062,1.22,6.65077588645277,508494,212324,1.05192565025519,67,0.0713,0.677
"39016",1037.3925,151,99,0.13,0.821,46.99,54.9,0.965,0.0783,90.53,0.31,10.5,32.9,42.3,758,769,18.72,0.017,38.197,28.7042663967265,433674,170432,1.05343612586694,52,0.0138,0.766
"39018",248.215,87,67,0.2,0.621,16.91,23.5,0.986,0.2001,34.68,0.31,9.7,32.1,39.5,637,646,29.08,0.0196,10.1,13.9110574909272,437750,192941,1.12945077279817,17,0.0192,0.635
"39019",235.43,163,134,0.22,0.864,19.66,59.2,0.979,0.034,34.52,0.32,10.3,34.3,43.5,736,737,16.08,0.0051,3.545,6.34467794252149,437608,178282,1.07663260614181,56,0.005,0.839
"39020",107.295,197,148,0.18,0.812,19.77,76.8,0.968,0.0291,35.78,0.33,10.6,35.3,45,821,818,12.17,0.0065,3.61,5.3218768056875,405568,216077,1.05748722128774,60,0.01,0.858
"39021",555.4475,133,137,0.12,0.558,39.37,46.7,0.976,0.0942,67.22,0.3,10.9,33,41,664,701,31.41,0.0244,19.3,37.762753450875,446659,240487,1.02726761906881,56,0.0235,0.59
"39022",176.7725,94,32,0.28,0.664,19.72,32.8,0.947,0.1015,31.6,0.33,11.1,32.4,41.1,735,757,26.4,0.0872,16.35,11.322443436689,464845,154923,1.06098595881436,58,0.0453,0.594
"39023",134.1825,149,129,0.18,0.839,17.06,87.9,0.984,0.0349,27.05,0.3,11.8,34.6,44.1,755,781,19.59,0.1127,2.73,4.86405657295612,483929,195468,1.03924152392599,59,0.0701,0.797
"39025",142.01,120,38,0.28,0.563,14.75,53.6,0.978,0.0753,28.02,0.32,11.2,33.2,43.5,789,794,32.78,0.0199,16.7,18.3099865947597,448695,160991,1.06545183509722,56,0.0094,0.5
