"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","QMED","QMEDcd","X","Y","QMEDfse","N","URBEXT1990","BFIHOST"
"75002",661.92,271,313,0.13,0.426,35.04,208.7,0.844,0.0746,67.37,0.63,11.7,54.5,73.1,1810,1914,41.92,0.004,203.936,236.573042380523,321059,523738,1.02477337136104,50,0.003,0.438
"75003",363.035,334,331,0.13,0.427,21.09,247.4,0.789,0.0768,41.53,0.63,12.3,61.8,83,2064,2155,44.49,0.0026,104.5065,127.447173749514,327779,521980,1.05492451714967,56,0.0018,0.439
"75004",116.165,300,318,0.15,0.469,12.26,289.7,0.83,0.0486,23.42,0.63,11.9,56.1,76.6,1976,2157,40.13,3e-04,52.738,49.2165239048705,316121,520976,1.07721786979911,56,1e-04,0.483
"75005",237.2375,365,334,0.13,0.389,15.96,245.8,0.846,0.0627,30.59,0.64,12.6,66.4,89.9,2238,2372,47.61,0.0029,105.2,133.220611204276,330426,519656,1.03627316151705,44,0.0021,0.408
"75007",64.6825,352,348,0.13,0.345,9.26,179.8,0.999,0.0527,19.35,0.62,11.5,55.7,74.7,1723,1836,44.96,5e-04,65.6655,67.2225546356196,335867,526347,1.05521514834558,48,3e-04,0.395
"75009",146.9875,378,327,0.09,0.36,13.64,227.1,0.91,0.0522,25.88,0.63,12,60.6,81.2,2025,2116,47.22,4e-04,110.942,111.573949686438,333183,522357,1.07471669385223,45,1e-04,0.399
"75017",102.565,164,322,0.3,0.481,15.96,78.4,0.982,0.072,31.13,0.62,10.7,39.9,51.5,1106,1152,34.38,0.0064,34.958,36.1883247495954,319585,538599,1.03402301829089,47,0.0039,0.487
"75018",665.8,270,312,0.13,0.426,38.63,207.7,0.845,0.0756,71.23,0.63,11.7,54.3,72.9,1805,1909,41.9,0.0042,205.788,238.041045565183,320953,523776,1.09210095308571,12,0.0031,0.437
"76001",32.3375,463,68,0.22,0.439,6.1,293.6,0.645,0.0153,10.49,0.71,13.2,70.2,97.1,2438,2400,54.31,0,16.67,9.04986971558073,347035,513023,1.19686457009993,44,1e-04,0.345
"76002",1374.845,284,330,0.08,0.499,62.71,124.8,0.955,0.0619,107.5,0.65,10.9,42.8,58.4,1272,1326,36.88,0.005,413.42,353.640296828024,360654,522446,1.05087414733865,39,0.0028,0.509
"76003",406.99,333,46,0.2,0.435,26.3,187.9,0.86,0.0621,41.89,0.66,11.8,54.6,75.3,1768,1788,42.6,0.0084,200.3,158.954616851781,346473,519213,1.0812660585438,55,0.0051,0.453
"76004",156.1,360,48,0.26,0.38,19.03,153.2,0.901,0.0549,30.52,0.69,12.3,57.4,79.9,1828,1810,45.63,0.0015,118.366,98.1367047244905,350891,515615,1.08099028117097,61,0.0011,0.405
"76005",618.2075,283,322,0.11,0.464,30.72,98.8,0.998,0.06,62.7,0.66,10.7,41,56.4,1142,1211,37,0.0039,295.4,195.576814212452,371162,515039,1.08242200133111,47,0.002,0.474
"76007",2276,248,329,0.08,0.493,62.12,103.3,0.971,0.0741,125.17,0.64,10.7,39.9,53.7,1182,1224,37.8,0.0082,639.356,523.573030456856,355831,534240,1.0508971477723,56,0.0056,0.489
"76008",333.42,225,220,0.14,0.403,27.74,76,0.994,0.0671,64.38,0.62,10.4,35.1,46.5,1073,1072,46.46,0.0027,154.499,120.789130657221,359555,566485,1.08676714259215,56,0.0015,0.359
"76010",157.5825,161,28,0.22,0.614,27.5,51.5,0.993,0.0768,48.14,0.64,10.2,32.4,43,940,933,30.52,0.0074,33.117,25.6622852354925,346103,539272,1.10589551695994,44,0.0051,0.59
"76011",1.63,305,160,0.46,0.274,1.3,47.2,1,0.0736,2.21,0.62,10.6,39.2,52.4,1096,1162,58.93,0,1.8265,1.80815418557986,369387,578507,1.04710833895934,46,0,0.196
"76014",66.8225,395,309,0.2,0.362,10.34,149,1,0.0296,23.33,0.68,11.7,51,71.2,1492,1387,45.76,0.005,89.115,56.4754704241689,378420,503112,1.07318499611114,52,0.0032,0.409
"76015",149.3575,390,36,0.15,0.401,13.55,302.9,0.744,0.0383,23.74,0.67,12.2,62.8,85.9,2149,2198,48.69,6e-04,59.677,54.1497992425648,340745,517219,1.03418204258271,47,8e-04,0.404
"76017",1371.6975,284,330,0.08,0.499,61.17,124.9,0.955,0.0615,105.81,0.65,10.9,42.8,58.4,1273,1327,36.89,0.0049,481.805,353.35978881114,360686,522370,1.0830341884881,21,0.0028,0.509
"76019",63.0875,174,4,0.4,0.45,8.96,40,1,0.0796,17.67,0.63,10.4,34.5,44.3,983,1007,38.24,4e-04,42.4955,22.5259582767328,341342,540125,1.09307821007256,24,6e-04,0.429
"76021",223.025,352,304,0.15,0.414,13.54,117.8,0.997,0.0471,29.71,0.66,11,45.1,62.5,1270,1318,42.36,0.004,180.155,110.540429220283,379230,508220,1.13423590689711,23,0.0018,0.443
"76022",249.6975,250,5,0.25,0.415,23.47,94,0.998,0.0781,45.99,0.62,11.1,42.1,54.4,1211,1299,39.77,0.0017,156.7515,113.35775896268,336395,538938,1.07856461325358,26,0.0013,0.419
"76023",33.9125,287,59,0.2,0.411,7.55,101.3,0.999,0.0723,12.91,0.64,10.9,46.2,64.3,1429,1526,36.35,0,35.266,26.6071290683678,341782,525858,1.04529612271766,23,5e-04,0.457
"77001",848.74,266,186,0.14,0.347,35.99,147.3,0.997,0.037,66.14,0.61,11.2,42.2,55.5,1358,1448,45.44,9e-04,636.5095,443.767517582846,338721,591940,1.05009817057741,42,6e-04,0.371
"77002",495.3975,279,183,0.14,0.354,33.54,165.6,0.994,0.035,61.11,0.61,11.6,44.6,58.6,1423,1507,44.23,0.0011,367.985,291.386933308781,331205,593559,1.02732162660826,61,7e-04,0.405
"78003",925.03,226,170,0.14,0.463,43.62,125.6,0.989,0.0769,77.44,0.62,11.1,41.2,54.8,1350,1446,38.99,0.0025,314.6665,344.917547276007,310271,593596,1.03617912824839,56,0.0014,0.486
"78004",76.1675,243,109,0.31,0.397,15.98,98.7,0.999,0.0598,28.15,0.62,11.2,43.4,58,1466,1551,43.96,2e-04,82.21,56.6949705682037,304390,597392,1.03209443844391,57,1e-04,0.431
"78005",229.275,241,129,0.26,0.402,21.35,110.7,0.996,0.0776,35.68,0.62,11.2,41.9,55.8,1397,1551,43.79,4e-04,124.078,132.913279975978,301517,593948,1.02981122587556,44,2e-04,0.434
"79002",797.705,294,85,0.04,0.389,40.6,157.8,0.991,0.05,79.51,0.67,10.8,45.2,61.9,1461,1547,42.18,0.0023,450.7305,413.148191176553,276757,605289,1.02834284372966,66,0.0013,0.433
"79003",153.02,330,355,0.16,0.36,15.84,121.6,0.972,0.0674,28.76,0.63,10.6,45,62.8,1512,1568,45.45,0.0029,70.626,105.858202835456,260222,610468,1.03350519156276,64,0.0017,0.358
"79004",142.6825,319,106,0.16,0.406,13.63,196,0.999,0.0319,27.23,0.66,11.6,47.2,64.8,1627,1730,41.97,6e-04,147.5025,107.345145729231,276653,598777,1.03880519851284,42,1e-04,0.446
"79005",237.225,216,111,0.13,0.468,23.35,129.8,0.985,0.0622,43.72,0.64,11.4,45.1,59.1,1422,1464,37.26,0.0012,108.4685,112.980862109665,279568,586239,1.05396613986923,60,4e-04,0.497
"79006",469.04,328,33,0.07,0.35,32.06,154,0.99,0.0408,58.83,0.68,10.8,46.3,63.6,1485,1580,44.47,0.0023,361.0195,292.326329110686,272070,610775,1.04775264859929,56,0.0015,0.386
"80001",197.065,155,170,0.13,0.33,20.25,79.6,0.963,0.0714,37.67,0.64,11.5,44.2,57.3,1341,1352,48.39,0.0016,88.1485,115.707725390945,277424,573857,1.05041342580297,60,4e-04,0.376
"80003",5.74,440,2,0.36,0.31,2.19,246,0.996,0.0179,4.39,0.69,14.3,71.9,99.9,2468,2141,49.12,0,6.53,12.6202359945487,246867,576716,1.01351866939687,25,0,0.385
"81002",366.21,238,204,0.23,0.322,23.78,118.7,0.932,0.0697,45.88,0.69,11.9,50.2,65.9,1757,1713,50.86,0.0017,208.969,247.772948582837,237614,579411,1.05114711568883,61,8e-04,0.341
"81003",170.6975,182,165,0.18,0.295,16.04,71.7,0.977,0.0584,32.54,0.58,11.5,43.5,56.9,1504,1419,54.88,2e-04,134.2,133.929630913592,216028,569858,1.03317058147977,57,0,0.296
"82001",243.63,193,315,0.11,0.374,26.07,105.9,0.942,0.0547,55.15,0.6,10,39.1,54.2,1368,1328,42.27,0.004,86.645,120.038810025383,234068,602995,1.06660173836628,41,0.0022,0.4
"82003",324.54,201,289,0.07,0.381,24.61,110.4,0.987,0.0613,50.74,0.63,10.9,42.3,57.1,1507,1500,45.1,0.0016,200.741,200.868517904411,224449,587731,1.03043356245551,50,0,0.392
"83002",91.2125,201,151,0.3,0.356,10.37,94.9,0.944,0.0769,20.17,0.61,10.9,48.5,63.2,1715,1692,43.85,0.0221,68.045,71.9946928880779,229301,655015,1.05257682002088,7,0.0133,0.369
"83003",167.2525,281,247,0.17,0.319,22.02,89.5,0.991,0.0455,38.77,0.67,9.6,39.1,56.1,1292,1280,48.4,0.0038,104.852,107.685831930634,265663,627979,1.05365683788411,53,0.0012,0.328
"83004",203.815,255,313,0.21,0.325,17.01,70.2,0.99,0.0548,34.87,0.62,9.5,36.8,52.4,1254,1290,47.35,0.0087,133.21,120.079290734973,259603,618884,1.08279746492607,34,0.0045,0.31
"83005",367.5725,151,241,0.24,0.362,27.56,55.5,0.98,0.0813,52.58,0.6,9.4,37.3,52.8,1228,1211,42.41,0.0271,200.4925,171.591909845042,249487,638574,1.05785913963847,30,0.024,0.339
"83006",579.035,219,288,0.15,0.335,41.43,74,0.992,0.0582,69.48,0.62,9.4,36.2,51.7,1212,1221,46.09,0.0061,256.557,273.577366735926,256488,622724,1.07719490349517,47,0.0034,0.33
"83010",75.4775,232,226,0.14,0.424,9.5,77.7,0.996,0.0437,18.09,0.6,9.5,39.7,56.9,1339,1352,42.6,0.0082,54.178,46.0680782282492,257651,639023,1.05481451674581,47,0.007,0.399
"84001",335.2125,138,166,0.12,0.409,20.69,77.6,0.951,0.1124,37.88,0.58,9.2,37.2,50.9,1258,1257,40.58,0.0657,80.498,132.689491253498,265025,674724,1.0223029509171,61,0.0603,0.405
"84002",12.05,359,49,0.38,0.271,4.41,95.1,0.988,0.0399,8.35,0.61,12.5,57.5,80.4,2316,2246,58.06,0,16.31,23.5370472397684,228547,664724,1.04519670473266,21,0,0.272
"84003",1093.1025,318,22,0.05,0.409,48.31,116.3,0.97,0.0645,95.12,0.6,9.5,37.5,51.8,1165,1181,41.73,0.0039,284.1915,344.872253618194,293280,631850,1.03336716585758,68,0.0019,0.45
"84004",742.265,343,357,0.05,0.407,42.94,135.1,0.964,0.0625,78.33,0.6,9.8,39.5,54.1,1223,1249,42.58,0.0021,214.838,263.404063548947,295914,628171,1.0551618824965,68,0.0011,0.458
"84005",1699.3575,279,7,0.07,0.397,57.36,97.3,0.959,0.0643,120.15,0.59,9.2,36.2,50.2,1139,1151,41.89,0.0182,391.015,479.3559030524,286798,637115,1.04018554778607,67,0.0131,0.422
"84007",92.3175,189,260,0.28,0.34,15.9,47.4,0.985,0.0581,28.15,0.58,8.3,30.2,41.7,928,911,41.65,0.0644,20.524,34.5086092668185,283792,657917,1.10068507832956,41,0.0618,0.331
"84011",86.87,176,76,0.3,0.401,13.71,71.8,0.93,0.0759,25.47,0.61,11.2,50.2,70.6,1837,1745,40.97,0.0135,71.791,63.51415466614,232560,668504,1.05755022706071,43,0.0178,0.449
"84012",236.2575,146,9,0.25,0.425,20.35,63.9,0.927,0.0827,36.66,0.6,9.7,40.6,56.5,1306,1270,38.16,0.1277,104.8955,91.4582587930457,254656,655442,1.0249146849408,58,0.1277,0.414
"84013",1901.2275,265,356,0.06,0.392,60.56,92.3,0.958,0.0659,128.37,0.59,9.2,35.8,49.7,1128,1135,41.85,0.0301,428.866,523.470658831301,285412,639653,1.04137667722299,60,0.0221,0.412
"84014",263.0675,245,37,0.15,0.384,23.4,62,0.986,0.0568,43.09,0.59,9.2,37.8,53,1264,1269,44,0.0102,162.681,130.894895878638,268833,641743,1.04374122728829,59,0.0056,0.376
"84015",237.015,148,183,0.11,0.387,12.7,80.5,0.963,0.1085,26.34,0.58,9.1,37.2,51.1,1256,1264,41.34,0.0577,61.5655,108.610652325725,268603,674744,1.02345708181934,48,0.0477,0.39
"84016",35.3425,139,306,0.26,0.333,5.81,56,0.995,0.0528,13.26,0.58,8.8,35.1,46.2,1089,1060,41.41,0.0659,17.2935,21.5825473416026,276325,671269,1.05586535960586,26,0.0366,0.327
"84017",103.1575,175,85,0.09,0.416,12.15,89.3,0.786,0.0545,24.8,0.61,10.9,50.9,69.9,1790,1755,42.39,0.0166,33.72,38.6068135043174,234788,659867,1.04060827298051,55,0.0095,0.445
"84018",938.3625,330,7,0.07,0.404,42.73,126.2,0.966,0.0616,84.89,0.61,9.6,38.5,53.3,1205,1225,42.3,0.0024,247.852,318.91957036178,293416,628982,1.06669412385696,55,0.0013,0.452
"84019",129.34,151,248,0.23,0.356,19.15,49.9,0.92,0.0729,38.27,0.58,8.6,31.7,42.7,973,932,41.53,0.1463,41.291,38.5540463023276,277923,664752,1.05177354485857,60,0.105,0.326
"84020",51.925,274,171,0.33,0.373,8.2,143.7,0.991,0.0527,15.32,0.59,10.2,42.8,58.9,1560,1570,45.24,0.0101,54.245,45.5059178924899,261410,679736,1.04103006636527,37,0.009,0.414
"84026",30.6525,187,109,0.35,0.349,8.1,101,0.896,0.0513,15.93,0.61,10.1,39.8,54.3,1422,1389,44.17,0.0422,34.997,19.2772766687651,251813,677505,1.10875756593939,33,0.0397,0.368
"84035",16.8125,170,296,0.17,0.35,4.72,56.9,0.978,0.0525,9.88,0.58,9.3,37.7,51.6,1184,1143,38.82,0.2642,20.128,11.9715424746285,261964,654978,1.03292669752143,32,0.2203,0.337
"84040",251.805,418,7,0.08,0.32,17.9,183.1,0.937,0.0433,34.8,0.71,11,47,64.8,1540,1605,47.91,0.0013,142.586,158.524802049112,295773,614376,1.12062810993679,18,7e-04,0.379
"85001",786.105,238,188,0.13,0.514,31.32,179.6,0.681,0.0549,64.99,0.71,10.7,50.3,69.7,2023,2040,44,0.0037,124.173,113.020726044906,240564,696549,1.02855681161177,43,0.0025,0.436
"85002",219.0675,192,319,0.11,0.443,16.72,108.9,0.981,0.0632,39.7,0.65,9.9,41.7,56.6,1484,1432,41.56,0.0032,124.192,117.990429633739,255293,685414,1.02688346580923,60,8e-04,0.454
"85003",79.92,446,181,0.14,0.305,7.45,256.1,0.988,0.0285,14.6,0.78,12.5,64,91.5,2847,2768,49.27,0,160.1785,128.921338424247,232802,722131,1.01181379966437,52,0,0.379
"86001",31.8325,274,69,0.11,0.285,5.04,277.7,1,0.0268,9.88,0.71,11.9,55.5,75.5,2341,2362,47.17,5e-04,43.18,55.2306759126205,211516,681123,1.04402687495751,39,0,0.393
"86002",138.67,298,238,0.09,0.35,15.14,302.9,0.836,0.0328,29.96,0.75,11.6,54.1,77.5,2470,2578,48.89,0,80.978,95.7224744235881,212330,694235,1.03616019055766,19,0,0.38
"90003",69.21,511,285,0.07,0.337,11.91,441.8,0.998,0.0351,21.04,0.81,16.4,94.1,160.8,2913,2663,47.03,6e-04,121.753,112.517154383559,216794,769202,1.03742857235704,41,9e-04,0.428
"91802",6.5225,623,1,0.33,0.277,2.68,407.5,0.992,0.0031,4.69,0.83,14.4,70.4,105.7,2555,2411,53.32,0,6.35,15.1149947184712,226882,776154,1.04744332408589,34,0,0.397
"92002",8.1475,331,200,0.5,0.261,3.77,290.1,0.989,0.0086,7.41,0.8,12.5,54.6,75.9,2538,2570,53.79,0,13.5735,18.4701216387913,181828,769656,1.04040684796759,22,0,0.359
"93001",139.2125,356,200,0.02,0.329,15.08,291.6,0.858,0.0479,27.81,0.83,10.7,63.6,89.5,2616,2502,49.12,0,181.095,114.491344022793,202127,848737,1.09507104141957,27,1e-04,0.406
"94001",441.2125,311,5,0.1,0.416,25.98,222,0.665,0.0381,47.42,0.83,10.6,63.7,89.5,2273,2345,50.08,1e-04,115.06,93.376550535859,199243,866282,1.04461350542256,51,1e-04,0.365
"95001",138.4675,292,272,0.14,0.441,13.4,190.3,0.67,0.0344,26.13,0.77,10,57.2,85.5,2208,2019,45.87,0,38.449,32.6549689203118,223042,922196,1.05944721437327,46,0,0.399
"95004",10.575,273,24,0.28,0.412,4.53,121.8,0.926,0.049,8.19,0.81,9.8,51.1,73,1964,2067,47.18,0,11.307,10.8339435362719,221245,908877,1.08836730856997,15,0,0.467
"96001",193.7225,175,1,0.13,0.281,13.27,55.1,0.955,0.0741,27.79,0.69,8.2,33.2,46.3,1096,1055,55.66,0,105.526,88.9136573220494,289289,947523,1.06306598792142,31,0,0.297
"96002",474.015,224,81,0.06,0.329,35.02,111.7,0.822,0.0698,56.74,0.73,8.7,40.4,55.3,1383,1485,52.34,0,134.326,147.975300876326,260918,936912,1.04153294795804,46,1e-04,0.338
"96003",120.8675,161,17,0.17,0.288,16.64,58.1,0.895,0.0736,30.28,0.6,8.2,32.8,45.7,1090,1110,55.12,0,46.217,46.5722316752336,280908,953653,1.03888858946379,38,0,0.289
"96004",105.3575,325,51,0.07,0.277,7.42,192.3,0.938,0.0414,14.36,0.85,10.7,58.3,85.2,2455,2665,55.28,0,198.528,129.095932373867,242594,941764,1.10105380015182,19,0,0.352
"97002",414.48,149,39,0.21,0.312,29.54,37.6,0.861,0.1083,58.44,0.58,8.4,33.8,46.9,1058,1020,55.23,3e-04,104.956,105.632698156742,307127,945994,1.04680055533017,51,1e-04,0.292
"105001",80.545,160,320,0.14,0.27,11.61,106.6,0.976,0.0723,21.8,0.76,10.8,51.6,74.1,2158,1976,54.19,1e-04,65.53,107.297599884746,142866,842297,1.03787064673185,23,0,0.308
"106002",10.64,185,227,0.33,0.299,3.13,177.6,0.888,0.0235,5.42,0.76,9.5,37.7,51.8,1993,1677,53.36,0,17.4485,12.2411782606445,111176,897141,1.04193522541724,16,0,0.31
"106003",13.8075,142,290,0.43,0.326,4.43,158.6,0.923,0.0695,7.91,0.62,10.4,38.3,50.4,1730,1485,50.52,0,16.113,14.3663297224632,79640,834379,1.04342207902986,16,0,0.333
"201005",276.3825,159,232,0.1,0.415,22.04,64,0.989,0.0798,38.93,0.64,8.5,31.300001,41.399998,1144,1183,33.87,0.0034,89.663,109.414675402418,58658.63923,536034.1128,1.02841711588355,51,0.0212,0.514
"201008",335.515,177,116,0.12,0.335,20.17,67.9,0.914,0.0771,38.17,0.62,9.5,42.199997,56.8,1558,1504,35.43,7e-04,189.437,182.790400908779,40102.96304,548847.2215,1.03571346973373,48,0.0021,0.504
"201009",440.6225,234,179,0.07,0.331,25.49,115.5,0.997,0.0441,48.34,0.64,8.5,36.300003,49.699997,1367,1332,48.23,2e-04,274.55,265.045164798262,55609.61131,549975.795,1.03335240890504,44,0.0016,0.355
"201010",1843.895,168,167,0.03,0.366,47.44,79.6,0.977,0.0787,78.11,0.62,8.7,35,47,1288,1261,38.84,0.003,603.027,712.712194587956,49359.55355,559870.6301,1.03800749894142,41,0.0121,0.448
"202001",365.73,194,335,0.14,0.36,22.23,89.6,0.993,0.0595,44.42,0.61,8.3,38.2,51.5,1250,1241,42.01,0.0064,154.975,184.479573637017,84306.92149,585645.5807,1.03819758992821,48,0.0149,0.403
"202002",273.03,188,338,0.12,0.377,19.38,98.9,1,0.0411,36.95,0.61,8.3,37.4,50,1219,1173,41.1,0.0044,151.498,136.495077118909,62573.91469,577900.0201,1.05927641911358,47,0.0106,0.426
"203010",964.71,110,85,0.08,0.374,42.2,75.9,0.976,0.1004,76.02,0.57,9.1,31.099998,41.6,1008,1032,37.37,0.0019,134.233,268.27361020639,92626.25764,511898.462,1.02997465956682,33,0.0105,0.395
"203011",243.565,169,226,0.14,0.426,17.78,57.9,0.993,0.1291,32.51,0.61,9,36.600002,50.2,1205,1268,34.81,0.0018,48.3365,105.203486303627,120342.903,566834.4073,1.02285206908561,44,0.0062,0.492
"203012",429.195,119,118,0.15,0.482,26.4,61.4,0.996,0.091,46.75,0.56,8.8,32.8,43.899998,1077,1132,34.32,0.0055,133.185,122.37180913048,105684.8708,538829.9864,1.03414640119703,54,0.0227,0.523
"203017",315.9375,135,298,0.07,0.422,33.37,86.7,0.974,0.0781,56.14,0.53,10.5,40.9,55.2,1023,1081,35.46,0.0095,75.943,94.1216450683704,114798.9611,509115.9659,1.05794158748806,21,0.0238,0.449
"203018",277.7825,146,256,0.16,0.425,20.28,53.2,0.993,0.0894,33.56,0.52,10.4,36.9,48.600002,1075,1106,38.03,0.0255,80.859,97.7463045800392,128108.5784,543734.5604,1.05484770765612,53,0.0304,0.425
"203019",126.42,111,95,0.25,0.41,15.97,48.6,0.992,0.1524,28.48,0.6,8.3,32.8,44.4,1131,1128,35.11,0.0036,33.86,56.4765825221484,111385.3294,562395.8234,1.04384204530759,52,0.0204,0.463
"203020",304.2,148,88,0.2,0.436,26.51,74.7,0.992,0.112,46.93,0.55,8.5,36.300003,48.5,1225,1230,39.42,0.0082,113.9475,126.525601271359,109572.2383,549194.7011,1.0188045058525,50,0.0229,0.454
"203022",183.935,140,84,0.1,0.399,16.07,78.2,0.977,0.0861,29.18,0.58,9,32,42.399998,1142,1143,37.2,9e-04,62.337,76.9990242636751,73355.42776,514660.6804,1.04502307473147,33,0.0056,0.46
"203024",170.8925,132,53,0.16,0.364,20.82,77,0.992,0.0581,33.17,0.53,9.9,34.6,47.3,996,1021,38.23,0.0038,52.3775,65.0693537759906,114993.2095,505133.4726,1.03403993508301,40,0.0099,0.365
"203025",166.7025,128,330,0.19,0.378,20.93,71.9,0.958,0.0814,35.56,0.53,9.7,33.1,44.8,933,983,38.22,0.019,38.7705,48.1916491996892,99919.76809,511751.3767,1.01742348047629,52,0.0281,0.385
"203026",44.51,165,267,0.37,0.408,11.51,50.4,0.939,0.0891,19.71,0.52,10.8,35.4,45.300003,987,1025,36.79,0.0038,18.4595,15.1754765841792,127238.8569,529625.0337,1.1237591779453,28,0.0126,0.376
"203028",100.4225,179,51,0.33,0.342,15.61,59.5,0.999,0.0929,27.37,0.61,8.2,35.4,49.1,1270,1277,41.8,0.0033,66.488,66.7448285868947,104789.5899,578598.7386,1.03390093928696,51,0.0139,0.404
"203033",101.6375,202,328,0.22,0.438,9.84,118.3,0.951,0.0616,17.71,0.53,11.4,51.9,70.3,1261,1341,36.86,0.0012,64.73,44.7181616685987,132414.4195,490570.8327,1.08844576310995,24,0.0049,0.471
"203042",54.3625,143,283,0.44,0.355,10.81,41.5,1,0.0913,19.47,0.52,10.7,35.8,46,991,1012,39.61,0.0052,38.615,25.5045979961002,126181.5483,533744.4869,1.05234063327096,43,0.0227,0.338
"203043",88.59,117,92,0.17,0.374,13.63,78.1,0.974,0.0776,24.07,0.59,9,31.400002,43.1,1003,1057,36.05,0.0021,33.835,34.592972644595,88949.12612,515984.8742,1.06871274077088,37,0.009,0.4
"203046",22.4975,150,197,0.45,0.428,6.41,57.9,1,0.0723,11.12,0.52,10.2,35,45.300003,1043,1065,36.88,0,10.561,11.0928035492495,133133.9915,542047.3433,1.03624511418572,41,0,0.429
"203049",29.21,193,290,0.47,0.371,7.86,58.2,1,0.0599,14.1,0.52,10.7,36.7,49.2,1080,1067,40.57,0,23.65,16.9499695662512,133348.2244,540267.3985,1.07546368057709,41,0,0.367
"203093",707.7925,158,224,0.11,0.416,35.09,55.6,0.995,0.1128,61.3,0.57,9.4,36.4,49.6,1154,1186,35.68,0.0109,201.2915,251.606153927193,122466.0467,547174.0107,1.03455317477759,40,0.0242,0.459
"204001",298.9825,119,245,0.17,0.394,23.32,43.8,0.992,0.164,46.75,0.61,8.2,36.300003,48.600002,1116,1154,29.33,0.0026,62.5335,119.54489657796,112044.8217,594898.0851,1.02647254400252,50,0.0084,0.561
"205004",493.145,102,304,0.05,0.439,37.8,59.9,0.983,0.0975,77.62,0.52,10.4,36,46.9,916,948,38.83,0.0321,75.107,109.530753972768,144874.1665,524879.9353,1.05411096306772,51,0.0376,0.459
"205005",73.7225,100,231,0.09,0.366,10.5,55.8,0.934,0.1065,18.94,0.52,10.5,37.9,48.600002,946,937,44.85,0,14.495,23.3017679188184,137980.3443,517393.5087,1.04493039586808,51,0,0.422
"205008",84.97,168,337,0.18,0.326,11.7,86.5,0.992,0.0694,19.21,0.53,10.7,40.9,53,1016,1082,44.9,0.0013,27.176,40.3902917923708,134228.0714,508899.3349,1.04985386124514,49,0.0135,0.403
"205011",186.2125,95,85,0.15,0.345,15.16,66.3,0.96,0.1041,29.58,0.53,10.4,38.699997,51,968,971,44.65,0.0113,41.317,61.7209116795168,155232.2197,505423.1133,1.07887324253577,43,0.0235,0.44
"205020",61.395,83,130,0.21,0.433,8,64.5,1,0.0637,15.86,0.52,10.4,36.199997,47.7,933,961,37.13,0.0458,18.703,20.8137452486499,157908.5319,524173.2866,1.07365244458325,40,0.0421,0.438
"205034",5.74,242,174,0.29,0.423,2.17,53.9,0.901,0.0514,4.38,0.52,10.9,39.8,52.4,1177,1207,33.84,0,0.121,3.01114019799739,150617.2,545221.8,1.15055874583946,11,0,0.41
"205101",13.9625,54,66,0.27,0.428,2.93,54.7,0.997,0.1628,5.54,0.52,9.8,36.1,49.1,990,990,36.76,0.4229,9.033,6.64480623218439,142763.9,526897,1.08469820692127,22,0.1982,0.413
"206001",120.465,97,274,0.14,0.547,17.35,75.6,0.972,0.064,30.63,0.53,10,36.9,49.4,975,1065,23.69,0.0036,19.972,25.8903908340212,117398.5332,488810.2061,1.04338793913647,48,0.0095,0.569
"206006",14.4375,385,146,0.28,0.267,3.44,270.8,0.981,0.023,7.04,0.53,11.6,61.399998,76.9,1704,1565,51.72,0,15.33,20.1663996773968,142156.9,480831.5,1.04244079741317,48,0,0.336
"236005",313.58,147,235,0.06,0.373,24.72,74.6,0.987,0.0819,46.29,0.58,9.2,32.8,43.699997,1156,1137,39.02,0.0012,109.461,136.255444407445,42614.26371,500116.3024,1.03136298977903,41,0.0067,0.421
"236007",167.5025,140,91,0.06,0.392,24.02,103,0.888,0.1622,47.08,0.6,9.5,35.5,47.9,1330,1363,31.34,6e-04,24.8945,65.629652456248,30317.5874,505239.6369,1.03395105692485,42,0.002,0.495
