"","AREA","ALTBAR","ASPBAR","ASPVAR","BFIHOST19","DPLBAR","DPSBAR","FARL","FPEXT","LDP","PROPWET","RMED-1H","RMED-1D","RMED-2D","SAAR","SAAR4170","SPRHOST","URBEXT2000","Easting","Northing","QMED","Lcv","LSkew","LKurt","L1","L2","N"
"36010",27.5475,96,97,0.25,0.367,4.56,34.1,0.999,0.0447,9.2,0.27,11.2,29.1,36.9,588,616,44.59,0.0075,565864,241223,7.855,0.348293632615667,0.107047166857117,0.137272323980592,8.10828571428571,2.82406428571429,56
"36011",34.2425,98,101,0.15,0.363,6.6,33.5,0.999,0.0603,13.9,0.26,10.9,28.6,36.8,592,624,44.63,0.1004,565534,246165,6.78,0.282363060888737,0.179290328417311,0.254613883055811,6.95169811320755,1.96290275761974,53
"37005",235.88,66,121,0.15,0.527,24.6,30.4,0.97,0.0761,46.14,0.25,11,27.8,34.5,566,595,38.13,0.0217,581429,232556,12.1,0.277358549038298,0.102692135543811,0.182767683761589,12.6396031746032,3.5057019969278,63
"37007",135.6275,69,62,0.18,0.266,16.04,27.4,0.995,0.0781,28.67,0.28,11.7,31.8,38.7,592,606,47.63,0.0714,564210,198554,14.564,0.270441176947315,0.111996834267585,0.0576539790171144,15.4624561403509,4.18168483709273,57
"37008",189.6175,77,131,0.18,0.475,25.94,27.8,0.985,0.0737,45.46,0.31,11.3,28.7,35.7,584,600,39.34,0.0315,564281,222440,13.947,0.315419945487641,0.147222261890765,0.180908191366762,15.3137192982456,4.83025250626566,57
"37009",60.2675,64,105,0.23,0.519,14.02,24.2,0.997,0.0839,28.26,0.3,11.6,28.7,36,572,596,36.43,0.0737,574484,222398,3.89,0.371959597260686,0.360107410256063,0.224208081481628,5.09081967213115,1.89357923497268,61
"37010",249.1175,67,141,0.16,0.461,28.01,25.9,0.991,0.0977,59.23,0.26,11.4,28.4,35.3,572,593,40.08,0.026,575263,227459,13,0.282034785346083,0.213618630529472,0.27168773168681,13.8868852459016,3.91658469945355,61
"37014",92.645,76,130,0.17,0.376,15.73,18.4,0.986,0.1071,31.35,0.31,11.2,29.9,38,597,610,46.46,0.0076,558200,213825,10.95,0.246391528709762,-0.193114829802738,0.101059822680327,9.92043333333333,2.44431073446328,60
"37016",63.8,97,113,0.15,0.385,10.19,28.8,0.997,0.0692,18.67,0.3,11.3,28.2,35.2,588,612,43.6,0.009,562347,235667,7.24,0.282814732984385,0.112279543734261,0.145442673690665,7.935,2.24413490623109,58
"37020",133.4475,86,136,0.17,0.451,12.9,29.6,0.982,0.0659,26.53,0.31,11.2,28.5,35.1,588,602,40.13,0.0189,562312,226064,12.8,0.330754618027478,0.183829373468236,0.235184628257597,13.7709259259259,4.55479734451433,54
"38002",77.995,93,165,0.21,0.548,12.79,34.5,1,0.0489,24.92,0.31,11.2,31.5,38.8,619,629,35.75,0.0138,543211,222694,6.694,0.2989807630816,0.0856259309272306,0.212320721904999,6.97091463414634,2.08416937669377,82
"38003",130.2,121,134,0.18,0.766,16.81,44.2,0.985,0.0498,32.06,0.3,10.6,30,38.1,656,641,27.49,0.0649,518266,220346,2.01,0.206458736252634,0.219561311712389,0.120669479047507,2.23053521126761,0.460513480885312,71
"38004",136.785,112,163,0.15,0.497,19.55,38.4,0.999,0.0539,30.41,0.3,11.2,31.7,38.9,625,646,38.01,0.0147,537727,228616,11.6185,0.321392561828787,0.151659758456904,0.204503129174475,12.62821875,4.05861557539682,64
"38020",38.785,71,254,0.14,0.245,7.75,44.4,0.997,0.058,13.76,0.29,11.1,32.8,40.5,616,609,49.52,0.0514,542753,202544,7.402,0.324978503387475,0.331121085059711,0.343810765416741,8.51225,2.76629826546003,52
"39001",9930.7975,109,108,0.08,0.679,139.87,42,0.942,0.1476,269.55,0.3,10.8,32.7,41.5,706,724,26.94,0.0664,462899,187850,316.11,0.194326888517428,0.131457369320107,0.156313522192535,326.073892857143,63.3649250256937,140
"39002",3480,122,131,0.15,0.646,80.59,37.1,0.953,0.1758,137.94,0.31,10.1,32.3,40.5,690,716,27.04,0.0298,430925,212890,148.0145,0.193860020888578,0.100846976509119,0.194460506088687,150.305602564103,29.1382472527472,78
"39005",39.4925,41,346,0.32,0.555,7.12,26.6,0.994,0.1379,16.12,0.29,10.4,33.3,39.9,630,633,33.97,0.4992,523782,166740,11.1,0.188760510067656,0.119232406104115,0.144607273627974,11.6444426229508,2.19801092896175,61
"39006",361.5975,178,141,0.21,0.767,43.84,60.5,0.951,0.075,70.6,0.33,10.5,33.7,42.1,744,771,17.18,0.0152,418885,219840,11.1,0.210906165085389,0.243189381580408,0.197010395405074,12.100301369863,2.55202815829528,73
"39007",359.81,88,352,0.19,0.674,19.59,32.1,0.886,0.1318,35.88,0.32,11.8,32,41.4,708,712,26.79,0.1323,479802,154750,22.3,0.128168766141626,0.172493083045375,0.240517827581069,22.5939857142857,2.89584327122153,70
"39014",134.545,136,123,0.26,0.704,18.52,38.5,0.947,0.0545,31.59,0.3,10.5,31.2,38.2,699,705,32.02,0.1062,508494,212324,1.22,0.209822811397734,0.175712903957279,0.147408446624436,1.37983582089552,0.289521031207598,67
"39016",1037.3925,151,99,0.13,0.821,46.99,54.9,0.965,0.0783,90.53,0.31,10.5,32.9,42.3,758,769,18.72,0.017,433674,170432,38.197,0.185349541802081,0.0930380138372518,0.153348646243129,38.3576923076923,7.10958069381599,52
"39019",235.43,163,134,0.22,0.864,19.66,59.2,0.979,0.034,34.52,0.32,10.3,34.3,43.5,736,737,16.08,0.0051,437608,178282,3.545,0.233804231519974,0.212862919235836,0.229685137762945,3.68516071428571,0.861606168831168,56
"39020",107.295,197,148,0.18,0.812,19.77,76.8,0.968,0.0291,35.78,0.33,10.6,35.3,45,821,818,12.17,0.0065,405568,216077,3.61,0.200780157400047,0.069695942091088,0.139198290961154,3.81858333333333,0.766695762711864,60
"39021",555.4475,133,137,0.12,0.558,39.37,46.7,0.976,0.0942,67.22,0.3,10.9,33,41,664,701,31.41,0.0244,446659,240487,19.3,0.271370289963215,0.508861771112384,0.468443712275888,23.550625,6.39093993506494,56
"39022",176.7725,94,32,0.28,0.664,19.72,32.8,0.947,0.1015,31.6,0.33,11.1,32.4,41.1,735,757,26.4,0.0872,464845,154923,16.35,0.182208503816856,0.138554969919658,0.154822262855002,16.2641034482759,2.96345795523291,58
"39023",134.1825,149,129,0.18,0.839,17.06,87.9,0.984,0.0349,27.05,0.3,11.8,34.6,44.1,755,781,19.59,0.1127,483929,195468,2.73,0.123800780158047,0.19990851208208,0.105544231598862,2.88316949152542,0.356938632378726,59
"39025",142.01,120,38,0.28,0.563,14.75,53.6,0.978,0.0753,28.02,0.32,11.2,33.2,43.5,789,794,32.78,0.0199,448695,160991,16.7,0.201607576477832,0.170676788267559,0.0499993657994524,18.1813571428571,3.66549935064935,56
"39028",100.095,157,59,0.17,0.799,10.02,46.3,0.988,0.0498,18.55,0.31,10.4,32.7,42,786,791,21.3,0.0041,425985,164945,2.16,0.242928723965149,0.00538978342174064,0.0967672743708705,2.1304,0.517535353535354,55
"39033",45.3125,148,163,0.3,0.812,10.43,45.5,1,0.0325,18.21,0.32,10.4,34,43.2,717,715,22.35,0.0011,445079,176491,0.399,0.337049804426802,0.377596898826649,0.357038336329552,0.470803278688525,0.158684153005464,61
"39034",427.14,142,131,0.17,0.671,35.13,46.5,0.965,0.0682,62.55,0.32,10.2,33.1,41.7,691,730,24.1,0.0141,432692,223000,20.5,0.200508984671983,0.254441433394904,0.370181431134399,21.2468653846154,4.26018740573152,52
"39035",126.74,189,148,0.25,0.799,20.69,73.6,0.89,0.0624,34.86,0.32,10.4,34.6,45.4,833,860,14.6,0.024,400043,209010,3.38,0.152194030873221,-0.103885477660274,0.143075109314694,3.24894444444444,0.494469951083158,54
"39042",77.615,143,158,0.33,0.821,18.95,36.5,0.971,0.0828,34.51,0.33,10,31.8,40.3,736,776,12.21,0.0034,415952,209466,3.1,0.196263791697706,0.0675663368201951,0.151198401466141,3.34280392156863,0.656071372549019,51
"39055",16.815,51,194,0.34,0.212,6.47,16.1,0.999,0.2032,12.27,0.29,10.9,31.5,40.2,657,676,50.09,0.5347,512197,187911,4.2365,0.248644359001409,0.255052373266927,0.0626108471646552,4.96415,1.23430789473684,20
"39086",32.6225,102,342,0.29,0.504,8.93,47.9,0.946,0.1034,15.52,0.36,11.9,36.6,48.8,830,845,34.46,0.1744,528905,135187,9.909,0.148029486909953,-0.0104263955702028,0.0800634294787043,9.76397916666667,1.44535682624113,48
"39088",96.915,153,127,0.29,0.729,17.26,59.1,0.958,0.0368,27.82,0.3,11.3,35,43,753,763,30.32,0.0559,496058,202802,1.13,0.214859952288475,0.0797225186053629,0.129119570602072,1.1349387755102,0.243852891156463,49
"39089",44.735,156,118,0.23,0.726,8.35,63.5,0.979,0.0402,15.45,0.3,10.8,33.7,40.5,724,724,29.48,0.0333,501212,212162,0.6085,0.232445258716697,0.0995755788190982,0.125536437378181,0.63404,0.147379591836735,50
"39104",471.3575,82,353,0.14,0.51,51.58,46.5,0.948,0.1462,78.24,0.35,11.4,34.5,45.4,760,768,35.07,0.1128,521975,147494,53.76,0.281496505520055,0.272889526142526,0.204715818475234,59.1995217391304,16.6644584980237,23
"40003",1261.3125,73,80,0.05,0.41,36.27,53.6,0.954,0.1275,67.28,0.35,11.7,33.3,44.3,743,755,41.31,0.0335,561620,142337,132.959,0.218508003463527,0.296218504295173,0.23607550920204,148.432119402985,32.4336060606061,67
"40005",278.0475,45,276,0.03,0.328,20.33,27.4,0.992,0.184,36.97,0.34,11.8,32.5,42,691,691,44.56,0.0148,585642,142131,38.2385,0.238057616431497,0.187351334551159,0.0561693716710249,44.2130322580645,10.5252490745637,62
"40007",252.075,109,32,0.06,0.407,15.15,82.5,0.937,0.0429,30.14,0.35,11.7,34.8,47.2,831,852,42.34,0.0397,547687,135186,49.828,0.217440797304056,0.164679270185614,0.0983846993779044,53.938564516129,11.7284444738234,62
"40008",226.3975,77,205,0.16,0.631,18.66,39.1,0.983,0.1605,35.07,0.34,11.9,33.7,44,741,751,28,0.0452,602240,143278,19.61,0.16192822456083,0.0843520699221218,0.0902991157356372,19.9161587301587,3.22498822324629,63
"40009",134.5,93,50,0.11,0.436,12.89,78.4,0.904,0.0413,23,0.36,11.8,35,47.9,812,809,42.65,0.0124,566351,135405,24.8835,0.312650531033082,0.366339144956321,0.370113372704935,29.437652173913,9.20369758454106,46
"40010",224.41,82,136,0.11,0.391,21.25,47.4,0.92,0.1103,35.7,0.35,11.4,32.9,44.1,742,764,41.2,0.0334,541389,146818,24.4,0.365862257560748,0.515914147192546,0.39721427076289,35.1424745762712,12.8573050847458,59
"40011",341.26,84,187,0.04,0.707,26.05,50.9,0.965,0.1212,49.67,0.34,12,34.4,45.4,748,761,25.41,0.0321,604423,145673,19.664,0.171720593112535,0.0621077001153673,0.0897094606289623,20.0409122807018,3.44143734335839,57
"40012",187.3125,117,14,0.16,0.834,19.13,71.2,0.926,0.0407,34.86,0.29,11.7,33.7,45.1,729,738,16.07,0.0664,551868,160003,2.8055,0.384056852156298,0.467412831681734,0.430636046364653,3.57530769230769,1.37312141779789,52
"40018",122.24,129,45,0.1,0.809,13.66,73.3,0.906,0.0436,23.69,0.32,11.7,34.3,46.4,762,770,17.12,0.0651,550482,156657,3.567,0.300067044701853,0.448042830062101,0.391941187335237,4.21081632653061,1.26352721088435,49
"41005",182.6625,77,177,0.16,0.449,15.87,73.5,0.922,0.0445,29.88,0.35,11.7,35.9,47.4,835,835,40.94,0.0297,535454,127417,33.068,0.278687038778407,0.239456422015519,0.147417684597617,38.4386774193548,10.7123611845584,62
"41020",35.48,51,52,0.25,0.362,8.8,46.7,0.993,0.0758,15.83,0.34,11.5,37.1,48.9,886,874,43.25,0.0129,536762,115689,13.78,0.198537120041133,0.164312215973711,0.229396580033253,14.6175,2.90211635220126,54
"41022",52.4375,82,147,0.15,0.428,9.76,78.6,0.951,0.0612,19.11,0.35,10.9,38.5,49.3,857,886,38.72,0.0087,491432,126899,16.6,0.290066188222547,0.16783927051478,0.0694644166839154,19.3833018867925,5.6224404934688,53
"41023",86.1975,122,192,0.2,0.915,11.94,102,1,0.0336,21.09,0.34,10.3,40.7,50.9,922,964,7.23,0.0075,487719,113380,1.615,0.460222336284976,0.330746955009915,0.179762212348505,2.24471739130435,1.0330690821256,46
"42001",111.67,69,200,0.26,0.721,13.29,46.9,0.979,0.0682,24.32,0.34,9.2,35.2,45.8,819,863,24.23,0.0526,464837,112499,17.93,0.290247375335703,0.158212579771637,0.17100589656235,18.2678484848485,5.30219507575757,33
"42003",99.8725,48,120,0.18,0.432,9.99,37.6,0.997,0.1072,19.89,0.33,10.5,36.9,46.8,854,873,39.18,0.0131,426195,105409,24.95,0.264729270182127,0.355490475142316,0.174281983700259,29.9187857142857,7.9203783068783,28
"42006",75.8475,113,237,0.16,0.931,13.37,84,0.979,0.0488,25.22,0.34,9.6,36.6,49.4,896,925,5.54,0.0088,463827,120639,2.8895,0.259045232582939,0.214328976480052,0.222899066297365,3.196765625,0.82810689484127,64
"42007",57.4475,126,251,0.28,0.933,7.07,50.4,0.864,0.0281,12.69,0.34,10.3,35.5,46.8,857,877,4.85,0.0159,462212,133819,2.4915,0.132958106730133,0.169309723639015,0.215410177006665,2.57143181818182,0.341892706131078,44
"42008",74.3375,121,292,0.14,0.918,10.34,54.2,0.995,0.0403,21.67,0.34,9.9,37,48.9,885,921,6.89,0.0086,461729,127315,1.367,0.253960460716665,0.397891707431386,0.294044089559431,1.62203846153846,0.411933634992458,52
"42009",72.0625,139,235,0.12,0.924,15.45,52.2,0.93,0.0392,25.69,0.34,10.6,34.3,43.3,819,876,6.06,0.0106,460964,141288,1.065,0.29243963874811,0.393384289217618,0.350084147219943,1.19677358490566,0.349984034833091,53
"42010",339.9,111,247,0.11,0.921,29.1,54,0.949,0.0513,50.5,0.34,10.1,34.8,45.3,834,874,6.09,0.0289,457279,132838,9.479,0.158113445310177,0.188936672758641,0.235978197928561,9.98512307692308,1.57878221153846,65
"42012",186.16,113,159,0.27,0.907,16.66,40.1,0.954,0.0561,29.23,0.34,10.7,32.8,41.7,773,801,8.1,0.0358,431850,147739,3.2585,0.161518953060307,0.208794907573842,0.181724850426878,3.5568,0.574490612244898,50
"43003",1459.4475,130,144,0.13,0.893,55.81,64.2,0.985,0.0694,95.13,0.34,10.7,33.4,43.8,807,838,10.21,0.0163,405962,140938,47.505,0.226984874867165,0.0835411435174994,0.0683847770494221,50.2799019607843,11.412777254902,51
"43005",326.4725,135,177,0.16,0.884,26.62,50.5,1,0.071,48.28,0.34,10.4,31,40.5,744,768,10.68,0.0132,413152,155346,10.4205,0.304449262202193,0.240494925391713,0.11031936203657,12.1345,3.69433957219251,34
"43006",215.6325,139,126,0.15,0.779,21.91,78.5,0.976,0.0471,34.58,0.35,10.9,35.6,46.2,875,943,19.62,0.0087,395750,129698,15.647,0.220232722511981,0.270548998503882,0.218090583756999,17.7650877192982,3.91245363408521,57
"43007",1062.0825,92,130,0.12,0.711,62.57,54.1,0.988,0.1122,105.9,0.35,10.8,35.5,45.9,861,901,25.63,0.0196,385056,113220,99.289,0.216563103804869,0.224878656756278,0.221940514139038,110.442632653061,23.9177993197279,49
"43008",448.1675,144,119,0.15,0.918,26.59,70.1,0.976,0.0518,52.41,0.35,10.9,33.7,45.8,830,845,6.92,0.0102,396264,142665,12.754,0.270775136554376,0.157254446527279,0.144463433938942,13.3825882352941,3.62367215686275,51
"43009",518.745,100,106,0.07,0.434,26.52,49.9,0.992,0.1226,45.93,0.36,10.8,34.6,44.3,849,894,40.02,0.0104,376202,119596,110.352,0.181896235839376,0.0998643900726282,0.257030333197997,113.122818181818,20.5766148148148,55
"43012",114.01,167,99,0.2,0.877,12.98,74,0.975,0.0592,25.15,0.35,11,34.9,47.8,925,951,11.19,0.0256,385023,140062,4.637,0.1800984395331,0.0436105771226132,0.067797805542614,4.71715094339623,0.849551523947751,53
"43014",85.8275,145,207,0.22,0.787,10.1,43.1,1,0.07,24.25,0.32,10.2,31.1,41.7,759,788,17.59,0.0117,416333,160687,3.729,0.207959264485994,0.0582080376468807,0.100699822058622,3.73124528301887,0.77594702467344,53
"43018",170.875,89,157,0.27,0.909,17.82,51.7,0.979,0.0674,32,0.35,10.5,35.2,46.6,860,922,8.17,0.0052,398328,111955,6.912,0.256080736249993,0.172779934024216,0.200612302980093,7.27791836734694,1.86373469387755,49
"43029",50.04,189,106,0.2,0.905,5.96,76.5,1,0.0367,12.76,0.35,11,35.1,47,968,1003,8.34,0.0031,382845,136388,1.6675,0.375511456628478,0.250151051832797,0.106346496380759,2.1056,0.790676923076923,40
"44003",49.1,100,251,0.16,0.629,7.31,138.4,0.994,0.0249,12.41,0.38,11.1,38.4,47.6,924,979,26.49,0.0154,351378,95390,12.3535,0.223502198843286,0.170253685728864,0.29519191011131,13.3449285714286,2.98262087912088,14
"44008",20.1825,160,115,0.22,0.848,5.05,93.8,1,0.015,10.12,0.38,11.3,39.3,50.1,1012,1045,19.53,0.0042,359407,90873,0.572,0.405195383587625,0.254442570448559,0.0761702436318057,0.65640625,0.265972782258065,32
"44011",48.515,100,251,0.16,0.629,7.31,138.4,0.994,0.0249,12.41,0.38,11.1,38.4,47.6,924,979,26.49,0.0154,351377,95390,16.5075,0.2160980594459,0.158057049955623,0.108309998443986,17.1423928571429,3.70443783068783,28
"44013",34.0875,152,138,0.18,0.899,5.78,112.6,1,0.0155,11.09,0.38,11.2,38.4,51.4,1002,1078,11.77,0.0045,370072,100164,0.933,0.483138912943813,0.256322748004458,0.03869315427011,1.26651612903226,0.611903225806452,31
"45001",608.16,245,163,0.14,0.472,38.36,137.9,0.985,0.0314,77.16,0.46,11.8,42.2,57.4,1249,1302,36,0.0061,291199,125204,175.8475,0.167219812411585,0.264448205623604,0.280054137748965,185.901833333333,31.0864696969697,66
"45002",420.6925,285,168,0.15,0.442,26.85,142.3,0.979,0.0215,55.96,0.48,12.1,45.9,62.4,1361,1420,37.95,0.0017,289667,130914,140.651,0.179941380229114,0.252155452060776,0.233307182050881,152.920031746032,27.5166415770609,63
"45003",228.9075,153,233,0.06,0.565,15.82,70.1,0.993,0.065,30.63,0.4,11.1,36,47,971,995,31.82,0.0139,308879,111882,70.561,0.225163518361846,0.166937699861822,0.211650447948307,75.4339508196721,16.9849737704918,61
"45007",1193.6775,187,164,0.1,0.51,41.97,114.6,0.989,0.0496,92.94,0.44,11.5,38.6,51.9,1090,1138,33.69,0.0124,292882,115313,260.69,0.189061734270681,0.18705199147171,0.103818445983316,274.995962962963,51.9912136752137,27
"45008",105.29,183,184,0.08,0.485,13.36,92.9,0.994,0.0361,27.23,0.4,11.5,40.5,52.4,1040,1075,38.03,0.0192,317424,105041,63.196,0.239080816476248,0.164344414366715,0.137189864787757,68.2114897959184,16.3080586734694,49
"45009",147.8175,309,185,0.2,0.503,15.23,154.2,0.95,0.0169,36.67,0.51,12.2,47.8,65.5,1375,1441,34.63,0.0012,291730,134756,47.385,0.217170452177385,0.170050027115886,0.122686037245779,48.155298245614,10.4579078947368,57
"45012",263.6275,124,114,0.1,0.515,16.44,111.3,0.993,0.0401,30.57,0.46,11.3,33.9,46,909,969,31.96,0.0088,281643,100833,75.623,0.303670736339034,0.286828096294718,0.221803608743578,89.0356034482759,27.0375072595281,58
"45816",6.8075,310,210,0.24,0.535,3.07,81,1,0.0114,6.01,0.37,11.7,41.8,60.4,1210,1293,31.27,0.005,300161,130641,3.352,0.288015048559079,0.408360420019743,0.25231082096033,4.13313333333333,1.19040459770115,30
"46003",249.9875,327,131,0.15,0.468,20.23,121.1,0.995,0.036,38.83,0.47,13.8,63.1,83.1,1771,1703,32.88,0.0067,267333,74033,231.2,0.162808489851459,0.100526290804409,0.180041547658656,236.521307692308,38.5076769230769,65
"46005",22.2725,459,145,0.25,0.325,6.46,95,1,0.042,13.73,0.46,14.2,67.1,91.2,2095,1998,47.42,4e-04,263052,81182,37.406,0.162823258113598,0.0761916426520063,0.109177203146539,38.1779830508475,6.21626358854471,59
"46006",43.6225,272,207,0.28,0.438,10.67,100.7,0.995,0.0351,20.93,0.47,13.5,58.3,76.8,1714,1722,38.29,0.0316,263757,60803,47.09,0.169622259903526,0.139196817440174,0.141201278244109,49.9715510204082,8.47628741496599,49
"46007",47.495,424,143,0.23,0.309,7.8,86.5,1,0.0489,14.36,0.47,14.2,66.2,87.8,1987,1890,47.75,0.0033,260715,76573,71.101,0.167145277473101,0.144370718205249,0.154431119676404,75.1422619047619,12.5596742160279,42
"46008",102.22,202,154,0.17,0.509,15.75,124,0.986,0.0299,32.91,0.47,12.9,53.4,70.7,1550,1605,32.89,0.0063,270509,57802,63.45,0.165396546883944,0.0925362109691652,0.315052753755057,63.566,10.5135968992248,43
"46013",86.9475,261,74,0.11,0.66,10.74,141.7,0.997,0.0219,21.91,0.46,12.9,53.7,72.8,1356,1357,13.8,0.0035,274793,82178,25.9,0.202613514616263,0.187127817837959,0.220964895153003,28.6508947368421,5.80505847953216,19
"46014",232.275,227,88,0.13,0.54,22.69,136.7,0.976,0.027,45.25,0.46,12.3,46.6,63.2,1228,1212,27.24,0.005,275874,87358,86.97,0.180195591707879,0.0837697471861929,0.0389962352909506,91.8789473684211,16.5561812865497,19
"47001",920.22,155,218,0.03,0.445,40.47,86.4,0.993,0.044,74.18,0.49,12.2,40.1,52.7,1215,1240,37,0.0047,234597,90511,264,0.177349182403675,0.255145206126073,0.180195803593242,294.66323880597,52.2582844866577,67
"47004",135.2925,175,130,0.08,0.481,18.02,107.1,0.996,0.0339,35.22,0.48,12.4,45.5,61,1423,1498,33.77,0.008,229410,72589,46.05,0.220789390703304,0.303827630439808,0.227920939307811,50.649775862069,11.1829331518451,58
"47005",121.66,148,76,0.13,0.421,16.34,71.2,0.999,0.0465,29.25,0.49,12.2,39,53.8,1199,1204,38.95,0.0051,223680,91033,61.1765,0.191883311333367,0.223483141579048,0.22197584220802,66.36665,12.7346525641026,40
"47006",220.3875,187,269,0.19,0.448,13.84,104.8,0.996,0.035,24.84,0.5,12.3,41.6,53.7,1228,1299,36.3,0.0018,246585,88525,81.9095,0.249181165090692,0.26060401968146,0.157377603697684,96.218037037037,23.9757225716282,54
"47008",112.7175,162,225,0.17,0.401,11.59,89.5,0.999,0.0363,21.99,0.5,12,38.5,49.1,1144,1228,39.11,0.001,245181,91619,39.95,0.210829680292371,0.26237889464906,0.181749944519351,45.160037037037,9.52107617051013,54
"47009",37.3975,109,150,0.2,0.536,8.25,121.2,1,0.0237,15.76,0.48,11.8,41.7,55.2,1276,1348,30.81,0.0107,231069,64364,6.89,0.197557211193118,0.207945770723069,0.151919682127737,7.81392592592593,1.54369741439553,54
"47014",44.2425,318,245,0.34,0.548,7.7,109,1,0.0226,17.61,0.48,13.2,54.7,70.2,1665,1665,26.16,0.0078,254968,73835,44.282,0.215570571992566,0.192619329345253,0.180058797595476,45.8998163265306,9.89464965986394,49
"47020",101.9775,201,90,0.16,0.493,18.06,89.7,1,0.0358,32.05,0.47,12.6,44.9,61.5,1429,1391,34,0.004,224007,81817,34.4755,0.197823073606332,0.115547881956756,0.118698294336711,35.7162,7.06548846153846,40
"47021",34.83,166,64,0.23,0.514,8.33,101.3,0.998,0.0218,16.03,0.5,12.4,41.4,56.7,1298,1273,32.41,0.0174,226707,85525,13.8,0.196873506528264,0.264867367644252,0.273391252126591,14.946,2.94247142857143,21
"47022",13.4325,180,208,0.46,0.353,4.86,106,0.942,0.0232,9.33,0.48,12.5,46.2,59.5,1403,1454,44.18,0.0141,256488,61046,6.134,0.243304268625614,0.162777821331976,0.0559459267947756,6.65728571428571,1.61974603174603,28
"47023",49.0575,158,187,0.2,0.388,8.56,54.2,0.917,0.0519,16.55,0.5,12.5,38.7,50.6,1217,1254,42.01,0.0015,228299,110991,18.596,0.153952189563056,0.689907525844535,0.779404055442542,20.651,3.17926666666667,6
"47024",95.6275,325,245,0.28,0.484,10.47,104.6,0.998,0.0315,21.49,0.48,13.1,53.8,71.4,1666,1665,33.28,0.0036,253095,80078,93.275,0.191420146966168,0.0658046853499585,0.114126747392765,91.4998965517241,17.5149236453202,29
"48001",36.69,269,175,0.16,0.36,6.88,92.3,0.938,0.0431,15.73,0.47,12.8,48.9,68.1,1637,1784,40.65,0.0026,220759,74787,17.3295,0.214457608163042,0.273426389975217,0.196416895149645,19.377,4.15554507337526,54
"48003",89.025,126,242,0.14,0.482,13.92,78.8,0.983,0.0656,27.77,0.45,11.8,42.4,56.7,1211,1231,34.6,0.0173,194929,54536,11.0415,0.159046952594469,0.272980610316879,0.153341703022539,12.4248833333333,1.97613983050847,60
"48004",25.26,219,206,0.2,0.432,6.1,93.8,0.978,0.035,12.54,0.45,12.2,44.2,63.4,1445,1515,35.7,0.0025,215278,71462,9.8645,0.254085353283214,0.265950193601584,0.249772244403185,10.6319074074074,2.70141194968553,54
"48007",26.8925,162,77,0.24,0.7,6.37,65.7,0.867,0.0258,11.3,0.44,11.6,43.7,57.1,1294,1293,8.63,0.0106,172168,36765,4.18,0.191749633523604,0.217279667107693,0.162465695462818,4.51703636363636,0.866140067340067,55
"48009",22.9725,230,187,0.32,0.388,7.24,78.8,0.982,0.0226,13.43,0.45,12.2,45,64,1511,1612,39.93,0.0023,218188,71257,8.465,0.245015780155492,0.372529060634619,0.224274793172071,9.84166666666667,2.41136363636364,12
"48011",167.2,196,191,0.16,0.45,17.2,113.3,0.985,0.0349,37.59,0.46,12.1,44.3,62.3,1435,1513,35.26,0.0025,216554,69917,50.9,0.190377241805813,0.172804054054055,0.186580178356494,52.5,9.9948051948052,22
"48012",65.0725,149,252,0.19,0.462,9.7,72.5,0.979,0.0712,20.64,0.45,11.9,43.4,58.3,1248,1262,35.49,0.0203,195468,56650,9.965,0.156321991687158,0.249100197576728,0.120058067023867,10.99664,1.71901666666667,25
"49001",209.9425,174,259,0.15,0.481,15.94,87.9,0.987,0.0338,33.98,0.45,12.1,42.9,59.2,1338,1355,34.61,0.0122,207825,73231,57.5,0.218462058218024,0.243103860759409,0.232783237868335,60.3075636363636,13.1749144781145,55
"49002",48.575,80,267,0.19,0.583,7.85,61.2,0.977,0.0267,15.77,0.44,11.2,38.1,47.3,1076,1050,25.57,0.0079,159918,32471,4.42,0.228773006540291,0.226779271674819,0.158781076520585,5.19823636363636,1.18921616161616,55
"49003",21.61,284,244,0.16,0.288,4.78,76,0.998,0.0636,7.74,0.45,12.9,47.7,66.4,1628,1719,47.75,0,215420,78115,14.299,0.209092990755142,0.15845403095683,0.113594220389647,15.0605964912281,3.14906516290727,57
"49004",40.83,78,295,0.15,0.551,5.71,71.5,0.999,0.0254,10.79,0.45,11.1,34.6,46.5,1046,1065,32.08,0.0074,186167,57381,13.7955,0.259181786506591,0.133260409098795,0.030679618197019,15.1494259259259,3.92645527603075,54
"49005",16.08,73,309,0.12,0.562,3.72,81.4,0.991,0.0229,6.99,0.42,10.9,35.2,48.5,1044,1068,31.92,0.006,178502,51383,4.072,0.273566289343551,0.295311244166705,-0.042747397212482,5.47038461538462,1.49651282051282,13
"50001",832.97,182,219,0.07,0.434,35.64,104.4,0.997,0.0374,63.01,0.48,11.9,38.3,51.6,1153,1191,37.82,0.0038,272170,117346,238.39,0.198857690281616,0.275032827609477,0.220636918724431,252.068492307692,50.1257581730769,65
"50002",664.255,160,356,0.06,0.4,42.27,81.1,0.996,0.0496,75.1,0.49,12.4,39.8,52.7,1184,1206,40.52,0.0036,248590,107224,239.3905,0.185693777357095,0.204623046761876,0.19448001760603,258.774548387097,48.0528233738763,62
